protein,num_pfams,pfam_accession,pfam_name
NP_418715.2,1,PF04198,Sugar-bind
NP_418718.4,1,PF00701,DHDPS
NP_418719.1,1,PF01614,IclR_C
NP_418721.1,1,PF00834,Ribul_P_3_epim
NP_418722.1,1,PF00359,PTS_EIIA_2
NP_418723.1,1,PF03437,BtpA
NP_418724.1,1,PF03611,EIIC-GAT
NP_418725.4,1,PF05343,Peptidase_M42
NP_418729.1,1,PF03629,SASA
NP_418731.2,1,PF06178,KdgM
NP_418732.1,1,PF00589,Phage_integrase
NP_418733.1,1,PF00589,Phage_integrase
NP_418734.1,1,PF00419,Fimbrial
NP_418735.2,1,PF00419,Fimbrial
NP_418738.1,1,PF00419,Fimbrial
NP_418745.3,1,PF10887,DUF2686
NP_418746.4,1,PF04965,GPW_gp25
NP_418749.1,1,PF07670,Gate
NP_418750.2,1,PF07670,Gate
NP_418751.4,1,PF01885,PTS_2-RNA
NP_418754.2,1,PF01869,BcrAD_BadFG
NP_418755.4,1,PF06050,HGD-D
NP_418756.1,1,PF04286,DUF445
NP_418761.1,1,PF06568,YjiS-like
NP_418765.1,1,PF10117,McrBC
NP_418767.4,1,PF08845,SymE_toxin
NP_418768.1,1,PF01420,Methylase_S
NP_418773.1,1,PF04328,Sel_put
NP_418774.2,1,PF02554,CstA
NP_418776.1,1,PF07690,MFS_1
NP_418780.2,1,PF10696,DUF2501
NP_418782.1,1,PF17948,DnaT
NP_418783.2,1,PF12821,ThrE_2
NP_418784.4,1,PF06738,ThrE
NP_418785.1,1,PF00196,GerE
NP_418786.4,1,PF00196,GerE
NP_418789.1,1,PF03603,DNA_III_psi
NP_418797.1,1,PF11230,YjjI-like
NP_418798.1,1,PF01791,DeoC
NP_418800.1,1,PF01676,Metalloenzyme
NP_418801.1,1,PF01048,PNP_UDP_1
NP_418802.1,1,PF07804,HipA_C
NP_418804.1,1,PF10144,SMP_2
NP_418810.1,1,PF01371,Trp_repressor
NP_418811.2,1,PF01931,NTPase_I-T
NP_418812.1,1,PF00300,His_Phos_1
NP_418814.1,1,PF05981,CreA
NP_418817.1,1,PF06123,CreD
NP_418820.1,1,PF00588,SpoU_methylase
YP_001165309.1,1,PF13132,DUF3950
YP_001165313.1,1,PF08173,YbgT_YccB
YP_001165314.1,1,PF28591,YmgI
YP_001165315.1,1,PF28592,YmgJ
YP_001165316.1,1,PF26518,YciY
YP_001165317.1,1,PF23675,YciZ
YP_001165318.1,1,PF28073,YncL
YP_001165319.1,1,PF22865,MgtS-like
YP_001165320.1,1,PF28593,YdgU
YP_001165321.1,1,PF28012,YnhF
YP_001165325.1,1,PF28148,YpfM
YP_001165328.2,1,PF28061,DinQ
YP_001165331.1,1,PF13939,TisB_toxin
YP_001165332.1,1,PF17089,YjbT
YP_001165334.1,1,PF17090,Ytca
YP_002791237.1,1,PF15894,SgrT
YP_002791238.1,1,PF28062,YkgR
YP_002791241.1,1,PF28595,RzoQ
YP_002791242.1,1,PF28021,YoaK
YP_002791245.1,1,PF28150,AzuC
YP_002791246.1,1,PF28102,YoeI-like
YP_002791247.1,1,PF13956,Ibs_toxin
YP_002791248.1,1,PF13956,Ibs_toxin
YP_002791249.1,1,PF25659,YohP
YP_002791250.1,1,PF28022,YpdK
YP_002791255.1,1,PF13956,Ibs_toxin
YP_002791256.1,1,PF13956,Ibs_toxin
YP_002791257.1,1,PF13956,Ibs_toxin
YP_002791258.1,1,PF28071,YrbN
YP_002791260.1,1,PF28018,YshB
YP_003933616.1,1,PF17059,MGTL
YP_004831120.1,1,PF28106,PmrR
YP_009029994.1,1,PF06545,AllG
YP_009029995.1,1,PF26599,MntS
YP_009518739.1,1,PF03400,DDE_Tnp_IS1
YP_009518741.1,1,PF00078,RVT_1
YP_009518742.1,1,PF06154,CbeA_antitoxin
YP_009518743.1,1,PF13148,DUF3987
YP_009518744.1,1,PF27151,YagJ
YP_009518745.1,1,PF12728,HTH_17
YP_009518746.1,1,PF03466,LysR_substrate
YP_009518749.1,1,PF23686,YkiC
YP_009518752.1,1,PF00403,HMA
YP_009518754.1,1,PF23688,YlcJ
YP_009518755.1,1,PF02413,Caudo_TAP
YP_009518756.1,1,PF02413,Caudo_TAP
YP_009518757.1,1,PF23689,YldA
YP_009518758.1,1,PF13808,DDE_Tnp_1_assoc
YP_009518759.1,1,PF23495,YbgU
YP_009518761.1,1,PF23641,YmcF-like
YP_009518765.1,1,PF04860,Phage_portal
YP_009518767.1,1,PF23691,YmgL
YP_009518768.1,1,PF23693,YmgM
YP_009518771.1,1,PF23694,YmiC
YP_009518772.1,1,PF23692,YmjE
YP_009518775.1,1,PF23677,YnaL
YP_009518777.1,1,PF27119,Phage_YdaY
YP_009518778.1,1,PF06791,TMP_2
YP_009518779.1,1,PF23676,YnaM
YP_009518780.1,1,PF23695,YncO
YP_009518782.1,1,PF00267,Porin_1
YP_009518784.1,1,PF23696,YneP
YP_009518787.1,1,PF23676,YnaM
YP_009518788.1,1,PF07471,Phage_Nu1
YP_009518790.1,1,PF23641,YmcF-like
YP_009518791.1,1,PF23697,YnfS
YP_009518793.1,1,PF06254,YdaT_toxin
YP_009518795.2,1,PF22867,YoaL
YP_009518796.1,1,PF23680,YecU
YP_009518797.1,1,PF25638,DUF5983_N
YP_009518798.1,1,PF10662,PduV-EutP
YP_009518799.1,1,PF05406,WGR
YP_009518800.1,1,PF04434,SWIM
YP_009518801.1,1,PF28594,YojO
YP_009518803.1,1,PF05869,Dam
YP_009518808.1,1,PF17621,DUF5508
YP_009518809.1,1,PF17612,DUF5507
YP_009518813.1,1,PF23690,YqfI
YP_009518816.1,1,PF23678,YqhI
YP_009518821.1,1,PF15596,Imm57
YP_009518824.1,1,PF00367,PTS_EIIB
YP_009518825.1,1,PF02378,PTS_EIIC
YP_009518826.1,1,PF23700,YsdD
YP_009518830.1,1,PF23685,YtiC
YP_009518833.1,1,PF11823,Se_S_carrier
YP_010051174.1,1,PF22864,ArgL-like
YP_010051180.1,1,PF02146,SIR2
YP_010051182.1,1,PF23497,YmiD
YP_010051185.1,1,PF23498,MgtT
YP_010051186.1,1,PF23499,YnfU
YP_010051187.1,1,PF23502,YdgV
YP_010051190.1,1,PF23504,YodE
YP_010051192.1,1,PF22869,PssL
YP_010051195.1,1,PF23505,YqgG
YP_010051196.1,1,PF23506,YqgH
YP_010051197.1,1,PF12693,GspL_C
YP_010051199.1,1,PF11356,T2SSC
YP_010051200.1,1,PF23507,YqiM
YP_010051203.1,1,PF23514,YhiY
YP_010051208.1,1,PF22870,YibX
YP_010051209.1,1,PF22870,YibX
YP_010051210.1,1,PF23515,YibY
YP_010051213.1,1,PF28199,YsgD
YP_010051216.1,1,PF23516,YthB
YP_010283910.1,1,PF23642,YnhH-like
YP_010283913.1,1,PF23644,YpeD-like
YP_025292.1,1,PF01848,HOK_GEF
YP_025293.1,1,PF07690,MFS_1
YP_025295.1,1,PF01848,HOK_GEF
YP_025297.1,1,PF13940,Ldr_toxin
YP_025298.1,1,PF13940,Ldr_toxin
YP_025299.1,1,PF13940,Ldr_toxin
YP_025301.1,1,PF01848,HOK_GEF
YP_025303.1,1,PF24673,Blr_divisome
YP_025304.1,1,PF05433,Rick_17kDa_Anti
YP_025305.1,1,PF00248,Aldo_ket_red
YP_025307.1,1,PF01554,MatE
YP_025309.2,1,PF03932,CutC
YP_025310.1,1,PF02586,SRAP
YP_026160.1,1,PF06786,UPF0253
YP_026162.2,1,PF02653,BPD_transp_2
YP_026163.2,1,PF01527,HTH_Tnp_1
YP_026168.2,1,PF00528,BPD_transp_1
YP_026169.1,1,PF00266,Aminotran_5
YP_026180.1,1,PF03608,EII-GUT
YP_026186.1,1,PF00860,Xan_ur_permease
YP_026191.1,1,PF01565,FAD_binding_4
YP_026201.1,1,PF03741,TerC
YP_026202.1,1,PF03313,SDH_alpha
YP_026208.1,1,PF13116,YhdP
YP_026209.1,1,PF00528,BPD_transp_1
YP_026212.2,1,PF01226,Form_Nir_trans
YP_026213.1,1,PF01261,AP_endonuc_2
YP_026218.1,1,PF00343,Phosphorylase
YP_026227.1,1,PF13940,Ldr_toxin
YP_026229.1,1,PF01848,HOK_GEF
YP_026230.1,1,PF01832,Glucosaminidase
YP_026231.1,1,PF00155,Aminotran_1_2
YP_026232.1,1,PF06808,DctM
YP_026238.1,1,PF01081,Aldolase
YP_026240.1,1,PF27265,YidX_N
YP_026242.1,1,PF01182,Glucosamine_iso
YP_026247.1,1,PF01063,Aminotran_4
YP_026253.1,1,PF02350,Epimerase_2
YP_026257.1,1,PF07429,Glyco_transf_56
YP_026261.1,1,PF09992,NAGPA
YP_026262.1,1,PF00892,EamA
YP_026264.1,1,PF01810,LysE
YP_026265.1,1,PF01810,LysE
YP_026270.1,1,PF02416,TatA_B_E
YP_026271.1,1,PF01026,TatD_DNase
YP_026273.1,1,PF02386,TrkH
YP_026276.1,1,PF06134,RhaA
YP_026277.1,1,PF07813,LTXXQ
YP_026279.1,1,PF02597,ThiS
YP_026281.1,1,PF28054,YjdP
YP_026283.1,1,PF08085,Entericidin
YP_026284.1,1,PF08085,Entericidin
YP_026288.1,1,PF05987,DUF898
YP_026291.2,1,PF01026,TatD_DNase
YP_588435.1,1,PF06174,DUF987
YP_588437.1,1,PF00444,Ribosomal_L36
YP_588439.1,1,PF26818,Phage_YlcG
YP_588440.1,1,PF06085,Rz1
YP_588441.1,1,PF03621,MbtH
YP_588442.1,1,PF04328,Sel_put
YP_588443.1,1,PF09604,Potass_KdpF
YP_588444.1,1,PF08173,YbgT_YccB
YP_588446.1,1,PF08178,GnsAB_toxin
YP_588447.1,1,PF28058,YmgF
YP_588449.3,1,PF22868,YmiA-like
YP_588451.1,1,PF27493,YdaE
YP_588452.1,1,PF06085,Rz1
YP_588453.1,1,PF03891,DUF333
YP_588454.1,1,PF13132,DUF3950
YP_588455.2,1,PF28032,YniD-like
YP_588456.1,1,PF13996,YobH
YP_588460.1,1,PF27791,UPF0387_membrane
YP_588461.1,1,PF03692,CxxCxxCC
YP_588464.1,1,PF12843,QSregVF_b
YP_588465.1,1,PF13980,UPF0370
YP_588466.1,1,PF06174,DUF987
YP_588467.1,1,PF03889,ArfA
YP_588468.1,1,PF09526,DUF2387
YP_588469.1,1,PF13983,YsaB
YP_588471.1,1,PF27428,YicS
YP_588472.1,1,PF01809,YidD
YP_588473.1,1,PF13627,LptM_cons
YP_588474.1,1,PF10753,Toxin_GhoT_OrtT
YP_588476.1,1,PF02302,PTS_IIB
YP_588477.1,1,PF09857,YjhX_toxin
YP_588478.1,1,PF07256,DUF1435
YP_588479.2,1,PF07043,DUF1328
