protein,pfam_name,pfam_accession,full_seq_evalue,full_seq_score,full_seq_bias,best_domain_evalue,best_domain_score,best_domain_bias
NP_416396.1,Response_reg,PF00072,1.9e-33,109.9,0.0,2.2e-33,109.7,0.0
NP_416397.1,Response_reg,PF00072,2.3e-24,80.7,0.2,6.4e-24,79.3,0.2
NP_416399.1,HAMP,PF00672,3.5e-11,38.3,3.7,5.3e-11,37.7,0.0
NP_416400.1,HAMP,PF00672,3.3e-13,44.7,4.8,1.2e-12,43.0,0.6
NP_416402.2,HATPase_c,PF02518,4.6e-20,67.1,0.2,9.2e-20,66.1,0.2
NP_416411.1,Hydrolase_3,PF08282,4.8e-06,21.4,0.0,0.0076,10.9,0.0
NP_416413.1,ABC_tran,PF00005,2.8e-58,191.4,0.0,7.2e-37,122.0,0.0
NP_416422.1,CDP-OH_P_transf,PF01066,1.2e-39,131.1,15.5,1.5e-39,130.8,15.5
NP_416423.4,UvrC_RNaseH_dom,PF08459,2.8e-51,168.4,0.0,6e-51,167.4,0.0
NP_416423.4,GIY-YIG,PF01541,2.3e-12,42.0,0.1,4.6e-12,41.1,0.1
NP_416423.4,UVR,PF02151,7.1e-12,39.8,1.0,1.4e-11,38.8,1.0
NP_416423.4,HHH_5,PF14520,2e-10,36.0,0.0,5.6e-10,34.6,0.0
NP_416424.1,Response_reg,PF00072,2.3e-33,109.7,0.1,3.8e-33,109.0,0.1
NP_416427.1,ABC_tran,PF00005,1.9e-40,133.6,0.0,2.9e-40,133.0,0.0
NP_416428.1,BPD_transp_1,PF00528,2.1e-30,100.7,11.3,2.9e-30,100.3,11.3
NP_416429.4,PALP,PF00291,1.8e-55,183.2,0.2,2e-55,183.1,0.2
NP_416432.3,Sigma70_r3,PF04539,2.4e-20,67.4,0.4,2.4e-20,67.4,0.4
NP_416432.3,Sigma70_r4,PF04545,4.7e-19,62.7,4.5,1.5e-18,61.1,1.4
NP_416432.3,Sigma70_r2,PF04542,1.3e-18,61.5,0.3,3.1e-18,60.3,0.3
NP_416442.1,Acetyltransf_1,PF00583,8.6e-16,53.2,0.0,1.3e-15,52.6,0.0
NP_416451.1,ATP-synt_ab,PF00006,1e-87,288.2,0.1,1.5e-87,287.6,0.1
NP_416464.1,Hydrolase_3,PF08282,2e-16,55.4,0.0,9.3e-15,49.9,0.0
NP_416468.1,EamA,PF00892,9.9e-45,147.1,43.8,5.1e-26,86.5,14.3
NP_416471.1,HD,PF01966,1.5e-18,62.1,0.8,3.4e-18,61.0,0.8
NP_416477.1,HATPase_c,PF02518,1.8e-19,65.2,0.0,3.2e-19,64.4,0.0
NP_416477.1,HisKA,PF00512,1.1e-12,42.9,1.1,1.1e-12,42.9,1.1
NP_416478.2,Response_reg,PF00072,1.7e-29,97.2,0.0,2.7e-29,96.5,0.0
NP_416478.2,Trans_reg_C,PF00486,1e-26,87.8,0.0,2.6e-26,86.5,0.0
NP_416488.1,MFS_1,PF07690,1.1e-29,98.3,51.2,3.9e-18,60.4,25.9
NP_416489.1,PNP_UDP_1,PF01048,3.2e-23,77.2,0.0,5.3e-23,76.5,0.0
NP_416490.1,Transcrip_reg,PF01709,4e-53,174.3,0.6,6.8e-53,173.6,0.6
NP_416491.3,MatE,PF01554,1e-57,189.3,35.2,1.1e-38,127.4,10.3
NP_416492.1,LysR_substrate,PF03466,1.4e-46,153.5,0.3,1.9e-46,153.0,0.3
NP_416492.1,HTH_1,PF00126,2.7e-14,47.9,0.0,5.2e-14,47.0,0.0
NP_416493.1,LysR_substrate,PF03466,1.7e-34,113.9,0.1,2.3e-34,113.5,0.1
NP_416493.1,HTH_1,PF00126,4.7e-23,75.9,0.1,8.9e-23,75.0,0.1
NP_416515.1,RNase_T,PF00929,6.2e-33,109.6,0.0,1.3e-32,108.5,0.0
NP_416519.4,LysR_substrate,PF03466,8.3e-29,95.4,0.0,1e-28,95.1,0.0
NP_416519.4,HTH_1,PF00126,2.8e-15,51.0,0.4,5.9e-15,50.0,0.0
NP_416520.1,Epimerase,PF01370,5.1e-14,47.2,0.0,3.7e-13,44.3,0.0
NP_416525.1,Aminotran_1_2,PF00155,1.6e-78,259.3,0.0,1.9e-78,259.1,0.0
NP_416526.4,HAD_2,PF13419,5e-08,28.1,0.0,8.2e-06,20.9,0.0
NP_416527.1,GATase,PF00117,4.1e-21,70.4,0.0,4.9e-21,70.2,0.0
NP_416528.2,Dus,PF01207,5.2e-06,20.7,0.2,0.0082,10.2,0.1
NP_416529.1,Dus,PF01207,5.3e-09,30.5,0.0,9.1e-06,19.9,0.0
NP_416536.1,Glycos_transf_1,PF00534,9.8e-34,111.3,0.0,2e-33,110.2,0.0
NP_416537.1,Hexapep,PF00132,3.6e-14,46.8,13.4,2.1e-11,38.1,5.4
NP_416543.1,NTP_transferase,PF00483,2e-85,281.2,0.0,2.3e-85,280.9,0.0
NP_416544.1,Epimerase,PF01370,4e-19,63.9,0.0,1.1e-18,62.5,0.0
NP_416545.1,Epimerase,PF01370,5.7e-74,243.4,0.1,7.6e-74,243.0,0.1
NP_416546.1,NTP_transferase,PF00483,1.5e-26,88.4,0.0,1.9e-26,88.0,0.0
NP_416548.1,Glycos_transf_1,PF00534,1.2e-41,137.0,0.0,2.5e-41,136.0,0.0
NP_416548.1,Glyco_transf_4,PF13439,1.5e-11,39.5,0.0,5.8e-08,27.9,0.0
NP_416552.1,PGM_PMM_I,PF02878,1.5e-35,116.8,0.0,5.4e-35,115.0,0.0
NP_416552.1,PGM_PMM_III,PF02880,3e-30,99.7,0.0,4.8e-30,99.0,0.0
NP_416552.1,PGM_PMM_II,PF02879,1.1e-24,81.9,0.0,2e-24,81.1,0.0
NP_416552.1,PGM_PMM_IV,PF00408,8.3e-10,33.6,0.1,1.9e-09,32.4,0.1
NP_416553.1,NTP_transferase,PF00483,2.6e-73,241.5,0.0,2e-72,238.6,0.0
NP_416554.1,Glycos_transf_1,PF00534,1.5e-27,91.2,0.0,2.1e-27,90.7,0.0
NP_416554.1,Glyco_transf_4,PF13439,8.2e-10,33.9,0.0,1.7e-09,32.9,0.0
NP_416555.2,NUDIX,PF00293,3e-23,77.2,0.0,3.5e-23,77.1,0.0
NP_416556.1,Epimerase,PF01370,1.4e-65,216.0,0.0,1.6e-65,215.8,0.0
NP_416557.1,Epimerase,PF01370,6.2e-81,266.2,0.0,7.8e-81,265.9,0.0
NP_416558.1,Hexapep,PF00132,9.4e-15,48.7,6.1,6.5e-09,30.2,0.2
NP_416559.1,Glycos_transf_2,PF00535,1.9e-15,52.1,0.0,2.4e-15,51.8,0.0
NP_416561.1,Glyco_transf_4,PF13439,1.6e-11,39.4,0.1,6.1e-11,37.5,0.1
NP_416561.1,Glycos_transf_1,PF00534,3.4e-09,31.4,0.0,7.1e-09,30.3,0.0
NP_416562.1,Hexapep,PF00132,6.3e-13,42.9,14.5,1.2e-10,35.7,4.7
NP_416563.1,Glycos_transf_2,PF00535,2.7e-35,116.7,0.1,4.5e-35,116.0,0.1
NP_416564.4,AAA_31,PF13614,1.5e-14,49.2,0.6,5.6e-14,47.3,0.0
NP_416567.4,CorC_HlyC,PF03471,1.5e-23,77.6,0.1,2.5e-22,73.7,0.0
NP_416567.4,CBS,PF00571,7.5e-17,56.4,1.6,3.3e-08,28.8,0.0
NP_416572.1,HhH-GPD,PF00730,5.5e-11,37.8,0.0,8.5e-11,37.1,0.0
NP_416573.4,HSP70,PF00012,9.9e-26,84.9,0.0,2e-16,54.2,0.0
NP_416578.2,Biotin_lipoyl,PF00364,1.1e-06,23.3,0.7,0.00015,16.6,0.0
NP_416581.1,MFS_1,PF07690,1.5e-60,199.8,68.7,1.5e-52,173.5,50.2
NP_416582.1,HATPase_c,PF02518,1.5e-27,91.2,0.0,3.1e-27,90.2,0.0
NP_416582.1,HAMP,PF00672,1.4e-18,61.9,0.8,4.9e-17,57.0,0.0
NP_416582.1,HisKA,PF00512,1.8e-16,54.9,1.8,3.6e-16,54.0,0.1
NP_416583.1,Response_reg,PF00072,4.1e-27,89.5,0.0,6.5e-27,88.9,0.0
NP_416583.1,Trans_reg_C,PF00486,4.4e-26,85.8,0.1,7.5e-26,85.0,0.1
NP_416590.1,NAD_kinase,PF01513,3.3e-07,25.6,0.3,6.2e-07,24.7,0.1
NP_416594.1,ADH_N,PF08240,4e-29,95.9,0.0,7.8e-29,95.0,0.0
NP_416594.1,ADH_zinc_N,PF00107,9.9e-27,88.4,0.0,1.8e-26,87.6,0.0
NP_416601.1,MFS_1,PF07690,5.6e-20,66.4,44.0,5.6e-20,66.4,44.0
NP_416603.1,PfkB,PF00294,2.7e-59,195.8,0.0,3.2e-59,195.6,0.0
NP_416606.1,PfkB,PF00294,8.4e-09,30.1,0.0,1.2e-08,29.6,0.0
NP_416616.4,AAA_31,PF13614,6.7e-12,40.6,0.2,2.8e-10,35.3,0.1
NP_416617.1,tRNA-synt_1g,PF09334,2.3e-167,551.5,0.1,2.9e-167,551.2,0.1
NP_416617.1,tRNA_bind,PF01588,1.5e-26,87.3,0.0,4.1e-26,85.9,0.0
NP_416617.1,tRNA-synt_1,PF00133,5.7e-20,66.3,0.6,1.6e-13,45.0,0.1
NP_416617.1,tRNA-synt_1e,PF01406,6.7e-16,53.4,0.2,1.7e-07,25.8,0.0
NP_416629.4,Response_reg,PF00072,7.4e-28,91.9,0.0,1.4e-27,91.1,0.0
NP_416630.1,HATPase_c,PF02518,5.7e-08,28.2,0.0,2.1e-07,26.4,0.0
NP_416631.1,MerR_1,PF13411,3.2e-20,67.0,0.3,3.7e-19,63.6,0.0
NP_416632.1,BPD_transp_1,PF00528,7.1e-29,95.7,16.3,7.1e-29,95.7,16.3
NP_416633.1,ABC_tran,PF00005,6.3e-35,115.7,0.0,1.1e-34,114.9,0.0
NP_416633.1,CBS,PF00571,1.9e-07,26.3,0.2,1.8e-06,23.2,0.0
NP_416634.1,BPD_transp_1,PF00528,9.2e-28,92.1,24.3,9.2e-28,92.1,24.3
NP_416637.1,FAD_binding_4,PF01565,3.1e-10,34.9,0.0,4.9e-10,34.2,0.0
NP_416640.2,VTT_dom,PF09335,2.5e-17,58.5,1.8,2.5e-17,58.5,1.8
NP_416641.1,adh_short_C2,PF13561,5.2e-61,201.1,0.1,6e-61,200.9,0.1
NP_416641.1,adh_short,PF00106,5.5e-53,174.3,0.1,6.3e-53,174.1,0.1
NP_416645.1,Dus,PF01207,4.5e-101,332.9,0.0,5.5e-101,332.6,0.0
NP_416648.1,dCMP_cyt_deam_1,PF00383,1.1e-18,61.9,0.0,3.6e-15,50.7,0.1
NP_416651.1,Pyr_redox_2,PF07992,3.8e-27,90.4,3.6,8.8e-27,89.1,3.6
NP_416651.1,DAO,PF01266,1.1e-10,36.4,2.0,6.5e-06,20.8,0.1
NP_416652.4,DHO_dh,PF01180,8.6e-40,131.6,0.0,1.1e-39,131.3,0.0
NP_416652.4,Dus,PF01207,3.7e-09,31.0,0.0,8.1e-09,29.9,0.1
NP_416654.1,ABC_tran,PF00005,6.7e-53,173.9,0.2,4.9e-32,106.3,0.0
NP_416662.1,LysR_substrate,PF03466,1.1e-58,192.9,0.9,1.7e-58,192.4,0.9
NP_416662.1,HTH_1,PF00126,3.2e-18,60.4,1.3,3.2e-18,60.4,1.3
NP_416665.1,PfkB,PF00294,4.9e-70,231.1,0.0,6.1e-70,230.8,0.0
NP_416671.1,PfkB,PF00294,1.5e-71,236.1,0.1,1.9e-71,235.8,0.1
NP_416673.1,PfkB,PF00294,1.5e-74,246.0,0.0,1.9e-74,245.6,0.0
NP_416675.1,MFS_1,PF07690,3.2e-46,152.7,64.5,7.3e-43,141.7,39.7
NP_416676.4,Elong-fact-P_C,PF09285,1.5e-22,74.0,0.2,3.9e-22,72.7,0.0
NP_416676.4,EFP_N,PF08207,4.3e-17,56.8,0.1,8.8e-17,55.8,0.1
NP_416676.4,EFP,PF01132,8.5e-17,55.8,1.3,1.9e-16,54.6,1.3
NP_416682.4,SBP_bac_5,PF00496,3.5e-67,222.0,8.3,5.2e-67,221.4,8.3
NP_416683.1,BPD_transp_1,PF00528,6.8e-41,134.9,14.3,6.8e-41,134.9,14.3
NP_416684.1,BPD_transp_1,PF00528,5.1e-32,106.0,12.0,9.1e-32,105.2,12.0
NP_416685.1,ABC_tran,PF00005,2e-66,217.7,0.1,1.3e-34,114.7,0.0
NP_416685.1,SMC_N,PF02463,2.4e-14,48.2,0.3,8.8e-07,23.5,0.0
NP_416687.1,MFS_1,PF07690,3.1e-52,172.5,56.0,3.1e-52,172.5,56.0
NP_416688.1,PseudoU_synth_2,PF00849,1.4e-22,75.5,0.0,2e-22,75.0,0.0
NP_416688.1,S4,PF01479,1.3e-11,39.0,0.2,2.7e-11,38.0,0.2
NP_416689.1,ResIII,PF04851,2.3e-33,110.4,0.0,3.8e-33,109.7,0.0
NP_416689.1,DEAD,PF00270,3e-17,57.8,0.1,2e-16,55.1,0.0
NP_416689.1,Helicase_C,PF00271,1.7e-16,55.5,0.0,9.4e-16,53.0,0.0
NP_416697.1,Response_reg,PF00072,3.5e-32,105.8,0.5,6e-32,105.1,0.5
NP_416699.1,AhpC-TSA,PF00578,1.4e-17,58.7,0.0,1.8e-17,58.4,0.0
NP_416705.2,ABC_tran,PF00005,1e-37,124.7,0.0,1.4e-37,124.3,0.0
NP_416714.1,DAO,PF01266,2e-11,38.9,0.1,4.1e-11,37.9,0.0
NP_416715.1,ABC_tran,PF00005,2.3e-31,104.2,0.0,4.3e-31,103.3,0.0
NP_416717.1,DNA_binding_1,PF01035,1.5e-37,122.3,1.2,6.7e-37,120.2,0.6
NP_416720.1,HATPase_c,PF02518,1e-13,46.7,0.0,2.2e-13,45.6,0.0
NP_416721.1,Response_reg,PF00072,5.2e-23,76.3,0.1,8.2e-23,75.7,0.1
NP_416722.2,HATPase_c,PF02518,7.5e-34,111.5,0.0,1.5e-33,110.5,0.0
NP_416722.2,Response_reg,PF00072,1.8e-31,103.5,0.1,4.3e-31,102.3,0.1
NP_416722.2,HisKA,PF00512,1.5e-19,64.8,1.6,2.3e-19,64.2,0.1
NP_416723.1,HATPase_c,PF02518,4.4e-27,89.7,0.0,1.2e-26,88.3,0.0
NP_416723.1,HisKA,PF00512,7.1e-20,65.9,0.8,1.8e-19,64.5,0.1
NP_416724.1,Response_reg,PF00072,1.1e-33,110.7,0.2,2.4e-33,109.6,0.2
NP_416724.1,AAA,PF00004,3.9e-07,25.5,0.0,5.4e-06,21.9,0.0
NP_416734.1,DNA_topoisoIV,PF00521,2.6e-162,535.5,0.0,3.2e-162,535.1,0.0
NP_416734.1,DNA_gyraseA_C,PF03989,1.9e-79,255.9,15.1,2.9e-16,53.6,0.2
NP_416735.1,Methyltransf_25,PF13649,3.3e-21,70.8,0.2,5.1e-21,70.2,0.2
NP_416735.1,MTS,PF05175,3.8e-08,28.0,0.0,5.5e-08,27.5,0.0
NP_416737.1,Ribonuc_red_lgC,PF02867,1.1e-140,464.6,0.0,5.7e-139,458.9,0.0
NP_416737.1,ATP-cone,PF03477,5.5e-15,50.7,0.1,1.2e-14,49.6,0.1
NP_416743.1,MFS_1,PF07690,1.5e-52,173.6,35.1,3.3e-50,165.8,28.0
NP_416744.1,DAO,PF01266,7.9e-61,201.4,4.0,1.1e-60,200.9,4.0
NP_416749.4,MFS_1,PF07690,5.1e-49,161.9,43.3,7.9e-49,161.3,43.3
NP_416754.1,NUDIX,PF00293,1.6e-24,81.4,0.0,1.8e-24,81.2,0.0
NP_416755.1,His_Phos_1,PF00300,1.3e-10,36.3,0.0,1e-06,23.5,0.0
NP_416756.6,Aminotran_1_2,PF00155,2.1e-11,38.5,0.2,9.2e-11,36.4,0.0
NP_416756.6,Cys_Met_Meta_PP,PF01053,1.5e-10,35.1,0.1,2.2e-10,34.5,0.1
NP_416756.6,Aminotran_5,PF00266,1.1e-07,26.0,0.2,1.5e-07,25.6,0.2
NP_416757.1,Glycos_transf_2,PF00535,3e-37,123.1,0.0,4e-37,122.7,0.0
NP_416758.1,Epimerase,PF01370,2.8e-48,159.3,0.0,4.4e-48,158.7,0.0
NP_416758.1,Formyl_trans_N,PF00551,5.9e-26,86.2,0.0,8.9e-26,85.7,0.0
NP_416758.1,Formyl_trans_C,PF02911,1e-23,78.4,0.0,1.9e-23,77.5,0.0
NP_416763.1,AMP-binding,PF00501,1.2e-50,167.3,0.3,1.5e-49,163.7,0.2
NP_416763.1,AMP-binding_C,PF13193,1.6e-08,30.3,0.1,3.4e-08,29.3,0.1
NP_416767.1,TPP_enzyme_N,PF02776,3.1e-23,76.8,2.1,2.5e-20,67.4,0.1
NP_416767.1,TPP_enzyme_C,PF02775,1e-10,36.6,0.0,1.9e-10,35.7,0.0
NP_416770.1,Acetyltransf_1,PF00583,6.6e-12,40.7,0.0,8.7e-12,40.3,0.0
NP_416771.4,Lactamase_B,PF00753,4.2e-09,31.5,0.2,7.5e-09,30.7,0.2
NP_416792.1,LysR_substrate,PF03466,4e-28,93.1,0.2,7.9e-28,92.2,0.2
NP_416792.1,HTH_1,PF00126,6.7e-20,65.8,1.9,1.1e-19,65.1,1.9
NP_416793.1,Aminotran_1_2,PF00155,8.2e-52,171.4,0.0,9.8e-52,171.2,0.0
NP_416794.1,HD,PF01966,5e-12,41.1,0.4,7.3e-12,40.6,0.4
NP_416795.1,TrkA_C,PF02080,2.1e-24,80.2,1.0,8.9e-13,43.0,0.1
NP_416796.2,Hydrolase,PF00702,5.2e-31,103.4,0.0,6.6e-31,103.1,0.0
NP_416796.2,HAD_2,PF13419,1.1e-24,82.4,0.0,1.4e-24,82.0,0.0
NP_416802.1,NUDIX,PF00293,1.3e-21,71.9,0.3,1.8e-21,71.5,0.3
NP_416803.3,Metallophos,PF00149,4e-16,55.0,0.1,2.7e-15,52.2,0.1
NP_416807.1,Epimerase,PF01370,2.1e-28,94.3,0.0,2.9e-28,93.8,0.0
NP_416809.1,ABC_tran,PF00005,1.2e-37,124.5,0.1,1.8e-37,124.0,0.1
NP_416810.1,BPD_transp_1,PF00528,1.5e-18,62.1,13.6,1.5e-18,62.1,13.6
NP_416811.1,BPD_transp_1,PF00528,1.3e-28,94.9,10.3,1.8e-28,94.4,10.3
NP_416814.1,Flavoprotein,PF02441,2.4e-44,145.7,0.1,2.9e-44,145.4,0.1
NP_416815.1,GATase_6,PF13522,6.6e-17,56.7,0.0,1.8e-16,55.3,0.0
NP_416815.1,Pribosyltran,PF00156,3.2e-09,31.2,0.0,5.6e-09,30.4,0.0
NP_416818.1,Mur_ligase_C,PF02875,9e-26,86.2,0.0,1.7e-25,85.2,0.0
NP_416818.1,Mur_ligase_M,PF08245,4.3e-11,38.0,0.0,2.2e-10,35.7,0.0
NP_416819.1,Carboxyl_trans,PF01039,1.3e-22,74.9,0.0,4e-22,73.4,0.0
NP_416820.1,VTT_dom,PF09335,1.3e-26,88.5,3.2,1.3e-26,88.5,3.2
NP_416821.1,PseudoU_synth_1,PF01416,2.8e-47,154.7,0.1,1.1e-32,107.7,0.0
NP_416822.1,Semialdhyde_dhC,PF02774,5.5e-47,155.2,0.0,7.5e-47,154.8,0.0
NP_416822.1,Semialdhyde_dh,PF01118,1.8e-30,100.8,0.0,3.8e-30,99.7,0.0
NP_416823.1,2-Hacid_dh_C,PF02826,2.5e-33,109.9,0.0,4.1e-33,109.2,0.0
NP_416825.1,MFS_1,PF07690,6.3e-38,125.4,68.0,2e-21,71.2,34.4
NP_416826.1,ketoacyl-synt,PF00109,2.6e-40,133.5,2.3,3.9e-40,132.9,2.3
NP_416826.1,Ketoacyl-synt_C,PF02801,3.3e-33,109.2,2.2,5.9e-33,108.4,0.5
NP_416827.4,DAO,PF01266,8.6e-54,178.3,0.1,1.4e-53,177.6,0.1
NP_416832.1,Chorismate_synt,PF01264,3.9e-144,474.2,0.0,4.5e-144,474.0,0.0
NP_416833.4,MTS,PF05175,4.2e-18,60.4,0.1,8.2e-17,56.2,0.0
NP_416833.4,Methyltransf_25,PF13649,1.4e-11,39.9,0.0,3.3e-11,38.7,0.0
NP_416833.4,Cons_hypoth95,PF03602,5.9e-07,24.2,0.0,9.8e-07,23.5,0.0
NP_416842.1,His_Phos_1,PF00300,7.9e-09,30.4,0.0,3.5e-08,28.3,0.0
NP_416844.1,ketoacyl-synt,PF00109,5.3e-06,21.1,4.7,2.8e-05,18.7,0.9
NP_416850.1,Phage_integrase,PF00589,9.8e-41,134.3,0.0,1.7e-40,133.5,0.0
NP_416852.1,Glycos_transf_2,PF00535,5.7e-33,109.1,0.0,7.5e-33,108.7,0.0
NP_416865.1,LysR_substrate,PF03466,3.9e-31,103.0,0.0,5.4e-31,102.5,0.0
NP_416865.1,HTH_1,PF00126,1.1e-23,77.9,0.9,1.8e-23,77.3,0.9
NP_416867.1,PALP,PF00291,8.7e-49,161.3,0.0,1.3e-48,160.7,0.0
NP_416868.1,MFS_1,PF07690,7.2e-54,177.9,37.7,7.2e-54,177.9,37.7
NP_416869.1,Biotin_lipoyl,PF00364,1.7e-06,22.8,0.1,0.0061,11.4,0.0
NP_416870.1,Response_reg,PF00072,3.1e-29,96.4,0.2,4.7e-29,95.8,0.2
NP_416871.1,Response_reg,PF00072,3.5e-33,109.1,0.3,1.4e-31,103.9,0.0
NP_416871.1,HATPase_c,PF02518,4.6e-29,96.1,0.1,8.4e-29,95.2,0.1
NP_416871.1,HisKA,PF00512,1.4e-18,61.7,0.0,4.6e-18,60.1,0.0
NP_416874.1,TPP_enzyme_N,PF02776,2.5e-36,119.0,0.5,2e-35,116.1,0.3
NP_416874.1,TPP_enzyme_C,PF02775,2.2e-28,93.9,0.1,3.6e-27,90.0,0.0
NP_416880.1,Aminotran_1_2,PF00155,7.7e-67,220.9,0.0,8.9e-67,220.7,0.0
NP_416881.1,HATPase_c,PF02518,1.5e-12,42.9,0.0,2.9e-12,42.0,0.0
NP_416882.1,Response_reg,PF00072,4e-26,86.4,0.1,6.9e-26,85.6,0.1
NP_416884.1,PEP-utilizers,PF00391,1e-15,52.1,0.0,2.3e-15,50.9,0.0
NP_416886.1,Peptidase_M24,PF00557,9e-75,245.9,0.1,1.2e-74,245.5,0.1
NP_416899.1,tRNA-synt_1c,PF00749,4.8e-127,418.1,0.0,7.6e-127,417.4,0.0
NP_416900.1,LysR_substrate,PF03466,6.6e-41,134.9,0.7,9.4e-41,134.4,0.7
NP_416900.1,HTH_1,PF00126,2.2e-25,83.4,0.2,4.6e-25,82.4,0.2
NP_416901.1,MFS_1,PF07690,7.8e-18,59.4,51.4,6.9e-13,43.1,15.7
NP_416902.1,PNP_UDP_1,PF01048,2.1e-46,153.1,0.6,2.4e-46,152.9,0.6
NP_416904.1,LysR_substrate,PF03466,4.1e-49,161.7,1.7,6.2e-49,161.1,1.7
NP_416904.1,HTH_1,PF00126,1.6e-25,83.9,3.0,2.6e-25,83.1,0.7
NP_416906.1,DNA_ligase_aden,PF01653,1.2e-112,370.4,0.0,1.9e-112,369.7,0.0
NP_416906.1,OB_DNA_ligase,PF03120,1.5e-37,122.4,0.6,1.4e-36,119.2,1.6
NP_416906.1,HHH_2,PF12826,3.5e-25,82.9,0.9,6.2e-24,78.9,0.4
NP_416906.1,BRCT,PF00533,5.1e-19,63.3,0.0,1.3e-18,62.0,0.0
NP_416906.1,HHH_5,PF14520,5e-17,57.1,0.1,4.2e-08,28.6,0.0
NP_416909.1,PALP,PF00291,2.3e-79,261.7,0.7,2.9e-79,261.4,0.7
NP_416911.1,PEP-utilizers,PF00391,7e-26,84.6,0.1,2.2e-25,83.0,0.1
NP_416913.1,PfkB,PF00294,2e-13,45.2,0.0,3.1e-13,44.6,0.0
NP_416916.1,PALP,PF00291,2.7e-76,251.6,0.1,3.8e-76,251.1,0.1
NP_416917.1,ABC_tran,PF00005,6.7e-43,141.5,0.0,1.2e-42,140.7,0.0
NP_416919.1,BPD_transp_1,PF00528,1.6e-29,97.9,12.2,1.6e-29,97.9,12.2
NP_416921.4,adh_short_C2,PF13561,2.9e-71,234.7,0.2,3.3e-71,234.5,0.2
NP_416921.4,adh_short,PF00106,2.8e-60,198.1,0.2,3.4e-60,197.8,0.2
NP_416922.1,SIS,PF01380,2.3e-23,77.4,0.1,3.5e-23,76.8,0.1
NP_416923.1,SIS,PF01380,1e-09,33.2,0.0,1e-09,33.2,0.0
NP_416929.4,Acetyltransf_1,PF00583,1.2e-22,75.3,0.0,1.5e-22,75.0,0.0
NP_416937.2,Phage_integrase,PF00589,7.7e-23,76.1,0.0,1.3e-22,75.3,0.0
NP_416950.1,Aldedh,PF00171,6.2e-33,108.9,14.1,3.5e-32,106.4,14.1
NP_416956.1,MMR_HSR1,PF01926,2e-06,22.9,0.1,1.2e-05,20.4,0.1
NP_416960.1,Transketolase_N,PF00456,1.3e-174,574.8,0.0,1.9e-174,574.2,0.0
NP_416960.1,Transket_pyr,PF02779,2.1e-57,188.5,0.1,4.3e-57,187.5,0.1
NP_416960.1,Transketolase_C,PF02780,2.7e-23,77.2,0.0,9.3e-23,75.4,0.0
NP_416962.1,NUDIX,PF00293,1.8e-12,42.4,0.0,2.2e-12,42.1,0.0
NP_416963.1,Pyr_redox_2,PF07992,1.8e-25,84.8,0.0,4.5e-25,83.5,0.0
NP_416964.1,HATPase_c,PF02518,6.3e-16,53.8,0.0,1.2e-15,52.9,0.0
NP_416964.1,HAMP,PF00672,7.3e-15,50.0,0.0,7.3e-15,50.0,0.0
NP_416967.1,Peptidase_M20,PF01546,2.3e-48,159.8,0.1,2.8e-48,159.5,0.1
NP_416971.1,SAICAR_synt,PF01259,9.9e-78,256.0,0.0,1.1e-77,255.9,0.0
NP_416973.1,DHDPS,PF00701,1e-128,423.0,0.0,1.2e-128,422.8,0.0
NP_416974.4,ACT_4,PF13291,6.6e-08,28.1,0.1,0.0029,13.2,0.0
NP_416975.1,AhpC-TSA,PF00578,2.7e-43,141.8,0.0,3.3e-43,141.5,0.0
NP_416986.4,AAA,PF00004,3.7e-06,22.4,0.0,1.1e-05,20.8,0.0
NP_416988.1,AI-2E_transport,PF01594,9.9e-90,296.1,36.9,1.2e-89,295.8,36.9
NP_416991.2,Bac_DnaA,PF00308,1.9e-11,39.4,0.0,3.6e-10,35.2,0.0
NP_416993.2,Pribosyltran,PF00156,3.2e-15,50.7,0.2,4.9e-15,50.1,0.2
NP_416994.1,AIRS_C,PF02769,3.9e-44,145.5,0.0,6.2e-44,144.8,0.0
NP_416994.1,AIRS,PF00586,3.4e-26,86.9,1.8,4.9e-26,86.3,1.2
NP_416995.1,Formyl_trans_N,PF00551,6.5e-72,236.0,0.0,7.5e-72,235.8,0.0
NP_417002.1,GATase,PF00117,7.7e-49,160.9,0.0,1.1e-48,160.3,0.0
NP_417002.1,GMP_synt_C,PF00958,2e-45,147.8,0.0,4.4e-45,146.7,0.0
NP_417002.1,NAD_synthase,PF02540,8.9e-11,36.3,0.1,2.8e-08,28.1,0.0
NP_417002.1,tRNA_Me_trans,PF03054,1.2e-07,26.5,0.1,1.5e-06,22.9,0.0
NP_417003.1,IMPDH,PF00478,1.5e-164,541.9,9.5,1.7e-164,541.8,9.5
NP_417003.1,CBS,PF00571,7.1e-21,69.3,4.4,2e-11,39.1,0.2
NP_417004.1,Exonuc_VII_L,PF02601,7.4e-119,391.8,7.8,9.9e-119,391.3,7.8
NP_417004.1,tRNA_anti_2,PF13742,4.3e-37,121.3,0.2,1.5e-35,116.3,0.0
NP_417004.1,tRNA_anti-codon,PF01336,1.9e-15,51.6,0.0,3.9e-15,50.5,0.0
NP_417006.2,MMR_HSR1,PF01926,2.3e-63,206.3,0.1,1.4e-32,107.1,0.0
NP_417006.2,KH_dom-like,PF14714,3.2e-29,96.1,0.0,1e-28,94.5,0.0
NP_417006.2,GTP_EFTU,PF00009,3.3e-24,80.4,0.1,1.2e-12,42.7,0.1
